            Xorg-12396 [000] .... 19948.938047: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.938049: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.938050: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.938052: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.938058: sys_enter: NR 47 (4, 7ffdfcc4c540, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.938061: sys_enter: NR 47 (4, 7ffdfcc4c6c0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.938061: sys_enter: NR 47 (4, 7ffdfcc4c6c0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.938063: sys_enter: NR 7 (7ffdfcc4c620, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.938064: sys_enter: NR 20 (4, 7ffdfcc4c790, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.938065: sys_enter: NR 7 (7ffdfcc4c640, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2004)
            Xorg-12396 [000] .... 19948.938071: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.938072: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.938077: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.938078: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.938078: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.938080: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.938085: sys_enter: NR 47 (4, 7ffdfcc4c560, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.938087: sys_enter: NR 47 (4, 7ffdfcc4c6e0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.938087: sys_enter: NR 47 (4, 7ffdfcc4c6e0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.938093: sys_enter: NR 7 (7ffdfcc4c5f0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.938093: sys_enter: NR 20 (4, 7ffdfcc4c760, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.938095: sys_enter: NR 7 (7ffdfcc4c610, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2004)
            Xorg-12396 [000] .... 19948.938102: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.938104: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.938106: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.938108: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.938108: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.938111: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.938125: sys_enter: NR 47 (4, 7ffdfcc4c530, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.938128: sys_enter: NR 47 (4, 7ffdfcc4c6b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.938129: sys_enter: NR 47 (4, 7ffdfcc4c6b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.938131: sys_enter: NR 7 (7ffdfcc4c610, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.941334: sys_enter: NR 47 (4, 7ffdfcc4c4d0, 0, 1, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.941335: sys_enter: NR 47 (4, 7ffdfcc4c650, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941336: sys_enter: NR 47 (4, 7ffdfcc4c650, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941337: sys_enter: NR 7 (7ffdfcc4c590, 1, ffffffff, 1, 0, 0)
         firefox-17168 [000] .... 19948.941337: sys_enter: NR 20 (4, 7ffdfcc4c700, 3, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941339: sys_enter: NR 7 (7ffdfcc4c5b0, 1, ffffffff, 1, 0, 7fc8818b2004)
            Xorg-12396 [000] .... 19948.941344: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.941344: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.941346: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1fe65be0, 1, 0)
            Xorg-12396 [000] .... 19948.941347: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1fe65be0, 1, 0)
            Xorg-12396 [000] .... 19948.941347: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d1fe65be0, 1000, 1)
            Xorg-12396 [000] .... 19948.941348: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d1fe65be0, 1000, 1)
            Xorg-12396 [000] .... 19948.941349: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.941354: sys_enter: NR 47 (4, 7ffdfcc4c4d0, 0, 1, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.941355: sys_enter: NR 47 (4, 7ffdfcc4c650, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941356: sys_enter: NR 47 (4, 7ffdfcc4c650, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941357: sys_enter: NR 7 (7ffdfcc4c550, 1, ffffffff, 1, 0, 0)
         firefox-17168 [000] .... 19948.941358: sys_enter: NR 20 (4, 7ffdfcc4c6c0, 3, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941359: sys_enter: NR 7 (7ffdfcc4c570, 1, ffffffff, 1, 0, 7fc8818b2004)
            Xorg-12396 [000] .... 19948.941364: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.941364: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.941365: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.941367: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.941367: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.941368: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.941373: sys_enter: NR 47 (4, 7ffdfcc4c490, 0, 1, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.941375: sys_enter: NR 47 (4, 7ffdfcc4c610, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941375: sys_enter: NR 47 (4, 7ffdfcc4c610, 0, 1, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941382: sys_enter: NR 7 (7ffdfcc4c5b0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.941383: sys_enter: NR 20 (4, 7ffdfcc4c720, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941385: sys_enter: NR 7 (7ffdfcc4c5d0, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2004)
            Xorg-12396 [000] .... 19948.941391: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.941391: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.941393: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.941394: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.941394: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.941396: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.941400: sys_enter: NR 47 (4, 7ffdfcc4c4f0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.941402: sys_enter: NR 47 (4, 7ffdfcc4c670, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941403: sys_enter: NR 47 (4, 7ffdfcc4c670, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941405: sys_enter: NR 7 (7ffdfcc4c5d0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.941405: sys_enter: NR 20 (4, 7ffdfcc4c740, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941406: sys_enter: NR 7 (7ffdfcc4c5f0, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2004)
            Xorg-12396 [000] .... 19948.941411: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.941412: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.941417: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.941418: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.941418: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.941420: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.941425: sys_enter: NR 47 (4, 7ffdfcc4c510, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.941427: sys_enter: NR 47 (4, 7ffdfcc4c690, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941427: sys_enter: NR 47 (4, 7ffdfcc4c690, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941432: sys_enter: NR 7 (7ffdfcc4c5c0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.941433: sys_enter: NR 20 (4, 7ffdfcc4c730, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.941434: sys_enter: NR 7 (7ffdfcc4c5e0, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2004)
            Xorg-12396 [000] .... 19948.941440: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.941441: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.941442: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.941443: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.941444: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.952845: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1ba88680, 1, 0)
            Xorg-12396 [000] .... 19948.952845: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d1ba88680, 1000, 1)
            Xorg-12396 [000] .... 19948.952846: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d1ba88680, 1000, 1)
            Xorg-12396 [000] .... 19948.952847: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.952852: sys_enter: NR 7 (7ffdfcc4c2d0, 1, ffffffff, 10, 0, 880)
         firefox-17168 [000] .... 19948.952853: sys_enter: NR 47 (4, 7ffdfcc4c1f0, 0, 10, 7fc8bb3fa018, 880)
         firefox-17168 [000] .... 19948.952854: sys_enter: NR 47 (4, 7ffdfcc4c370, 0, 10, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.952855: sys_enter: NR 47 (4, 7ffdfcc4c370, 0, 10, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.952856: sys_enter: NR 7 (7ffdfcc4c2b0, 1, ffffffff, 10, 0, 0)
         firefox-17168 [000] .... 19948.952856: sys_enter: NR 20 (4, 7ffdfcc4c420, 3, 10, 7fc8bb3fa018, 0)
            Xorg-12396 [000] .... 19948.952862: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.952862: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.952863: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1ba88680, 1, 0)
            Xorg-12396 [000] .... 19948.952864: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1ba88680, 1, 0)
            Xorg-12396 [000] .... 19948.952865: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d1ba88680, 1000, 1)
            Xorg-12396 [000] .... 19948.952865: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d1ba88680, 1000, 1)
            Xorg-12396 [000] .... 19948.952866: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
           Timer-17189 [000] .... 19948.954327: sys_enter: NR 202 (7fc8a9a11f80, 81, 1, 7fc865ec4008, 0, 35)
           Timer-17189 [000] .... 19948.954329: sys_enter: NR 1 (1d, 7fc89e0feb57, 1, 7fc865ec4008, 7fc8a9a9f4c8, 35)
           Timer-17189 [000] .... 19948.954331: sys_enter: NR 202 (7fc8a9a9f50c, 189, 8e737, 7fc89e0fec78, 7fc8a9a11f80, ffffffff)
         firefox-17168 [000] .... 19948.954336: sys_enter: NR 7 (7ffdfcc4c2d0, 1, ffffffff, 10, 0, 7fc8818b2004)
         firefox-17168 [000] .... 19948.954337: sys_enter: NR 47 (4, 7ffdfcc4c1f0, 0, 10, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.954340: sys_enter: NR 47 (4, 7ffdfcc4c370, 0, 10, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.954341: sys_enter: NR 47 (4, 7ffdfcc4c370, 0, 10, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.954343: sys_enter: NR 7 (7ffdfcc4c270, 1, ffffffff, 10, 0, 0)
         firefox-17168 [000] .... 19948.954343: sys_enter: NR 20 (4, 7ffdfcc4c3e0, 3, 10, 7fc8bb3fa018, 0)
            Xorg-12396 [000] .... 19948.954358: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.954360: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.954361: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.954363: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.954363: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.954366: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.954373: sys_enter: NR 7 (7ffdfcc4c290, 1, ffffffff, 10, 0, 880)
         firefox-17168 [000] .... 19948.954374: sys_enter: NR 47 (4, 7ffdfcc4c1b0, 0, 10, 7fc8bb3fa018, 880)
         firefox-17168 [000] .... 19948.954375: sys_enter: NR 47 (4, 7ffdfcc4c330, 0, 10, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.954376: sys_enter: NR 47 (4, 7ffdfcc4c330, 0, 10, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.954384: sys_enter: NR 7 (7ffdfcc4c2d0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.954385: sys_enter: NR 20 (4, 7ffdfcc4c440, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
            Xorg-12396 [000] .... 19948.954393: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.954394: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.954395: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.954396: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.954397: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.954398: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.954406: sys_enter: NR 7 (7ffdfcc4c2f0, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2004)
         firefox-17168 [000] .... 19948.954407: sys_enter: NR 47 (4, 7ffdfcc4c210, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.954408: sys_enter: NR 47 (4, 7ffdfcc4c390, 0, 40, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.954408: sys_enter: NR 47 (4, 7ffdfcc4c390, 0, 40, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.954410: sys_enter: NR 7 (7ffdfcc4c2f0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.954411: sys_enter: NR 20 (4, 7ffdfcc4c460, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
            Xorg-12396 [000] .... 19948.954417: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.954417: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.954423: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.954424: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.954424: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.954426: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.954431: sys_enter: NR 7 (7ffdfcc4c310, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2008)
         firefox-17168 [000] .... 19948.954432: sys_enter: NR 47 (4, 7ffdfcc4c230, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2008)
         firefox-17168 [000] .... 19948.954433: sys_enter: NR 47 (4, 7ffdfcc4c3b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.954434: sys_enter: NR 47 (4, 7ffdfcc4c3b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.956941: sys_enter: NR 20 (4, 7ffdfcc4c790, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
            Xorg-12396 [000] .... 19948.956949: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.956950: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.956955: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.956956: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.956956: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.956958: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.956964: sys_enter: NR 7 (7ffdfcc4c640, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2004)
         firefox-17168 [000] .... 19948.956965: sys_enter: NR 47 (4, 7ffdfcc4c560, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.956966: sys_enter: NR 47 (4, 7ffdfcc4c6e0, 0, 40, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.956967: sys_enter: NR 47 (4, 7ffdfcc4c6e0, 0, 40, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.956973: sys_enter: NR 7 (7ffdfcc4c5f0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.956973: sys_enter: NR 20 (4, 7ffdfcc4c760, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
            Xorg-12396 [000] .... 19948.956983: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.956984: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.956986: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.956988: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.956988: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.956991: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.957001: sys_enter: NR 7 (7ffdfcc4c610, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2008)
         firefox-17168 [000] .... 19948.957002: sys_enter: NR 47 (4, 7ffdfcc4c530, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2008)
         firefox-17168 [000] .... 19948.957003: sys_enter: NR 47 (4, 7ffdfcc4c6b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.957004: sys_enter: NR 47 (4, 7ffdfcc4c6b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.957006: sys_enter: NR 7 (7ffdfcc4c610, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.957006: sys_enter: NR 20 (4, 7ffdfcc4c780, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
            Xorg-12396 [000] .... 19948.957014: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.957015: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.957020: sys_enter: NR 20 (2f, 7ffe35f14770, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.957021: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.957021: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.957023: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.957029: sys_enter: NR 7 (7ffdfcc4c630, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2004)
         firefox-17168 [000] .... 19948.957030: sys_enter: NR 47 (4, 7ffdfcc4c550, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2004)
         firefox-17168 [000] .... 19948.957031: sys_enter: NR 47 (4, 7ffdfcc4c6d0, 0, 40, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.957031: sys_enter: NR 47 (4, 7ffdfcc4c6d0, 0, 40, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.957050: sys_enter: NR 7 (7ffdfcc4c5f0, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.957051: sys_enter: NR 20 (4, 7ffdfcc4c760, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
            Xorg-12396 [000] .... 19948.957062: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19948.957063: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19948.957065: sys_enter: NR 20 (2f, 7ffe35f147b0, 1, 1, 1, 0)
            Xorg-12396 [000] .... 19948.957065: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.957066: sys_enter: NR 38 (0, 7ffe35f14630, 0, 1, 1000, 1)
            Xorg-12396 [000] .... 19948.957068: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
         firefox-17168 [000] .... 19948.957074: sys_enter: NR 7 (7ffdfcc4c610, 1, ffffffff, 7fc8bb39f4e0, 0, 7fc8818b2008)
         firefox-17168 [000] .... 19948.957075: sys_enter: NR 47 (4, 7ffdfcc4c530, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 7fc8818b2008)
         firefox-17168 [000] .... 19948.957077: sys_enter: NR 47 (4, 7ffdfcc4c6b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.957078: sys_enter: NR 47 (4, 7ffdfcc4c6b0, 0, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
         firefox-17168 [000] .... 19948.957080: sys_enter: NR 7 (7ffdfcc4c610, 1, ffffffff, 7fc8bb39f4e0, 0, 0)
         firefox-17168 [000] .... 19948.957081: sys_enter: NR 20 (4, 7ffdfcc4c780, 3, 7fc8bb39f4e0, 7fc8bb3fa018, 0)
            Xorg-12396 [000] .... 19948.957090: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
